nombre,categoria,precio,prioridad,enlace,notas
The Elder Scrolls V: Skyrim Special Edition,Videojuegos,~$20.000 CLP,alta,https://store.steampowered.com/app/489830/The_Elder_Scrolls_V_Skyrim_Special_Edition/,"Versión de Steam. Sirve igual una gift card de Steam por el monto"
